"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","IOI","normIOI","Interval","Subcomponent","Grouping"
3,20,7532,79,81,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",247,0.988,2,"Legato","performing-articulation"
4,22,7761,76,87,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",229,0.916,3,"Legato","performing-articulation"
5,24,8003,72,91,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",242,0.968,4,"Legato","performing-articulation"
6,26,8238,67,87,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",235,0.94,5,"LtoS","performing-articulation"
7,29,8479,67,84,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",241,0.964,6,"Staccato","performing-articulation"
8,31,8717,67,91,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",238,0.952,7,"Staccato","performing-articulation"
9,33,8969,79,72,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",252,1.008,8,"StoL","performing-articulation"
10,34,9190,78,76,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",221,0.884,9,"Legato","performing-articulation"
11,36,9438,79,80,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",248,0.992,10,"Legato","performing-articulation"
12,38,9668,76,80,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",230,0.92,11,"Legato","performing-articulation"
13,40,9910,72,86,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",242,0.968,12,"Legato","performing-articulation"
14,42,10146,76,81,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",236,0.944,13,"Legato","performing-articulation"
15,44,10381,79,89,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",235,0.94,14,"Legato","performing-articulation"
16,46,10619,84,93,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",238,0.952,15,"Legato","performing-articulation"
17,48,10844,83,89,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",225,0.9,16,"Legato","performing-articulation"
18,50,11084,81,81,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",240,0.96,17,"LtoS","performing-articulation"
19,53,11321,81,70,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",237,0.948,18,"Staccato","performing-articulation"
20,55,11539,81,79,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",218,0.872,19,"Staccato","performing-articulation"
21,57,11773,83,71,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",234,0.936,20,"StoL","performing-articulation"
22,58,12015,81,75,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",242,0.968,21,"Legato","performing-articulation"
23,60,12248,84,85,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",233,0.932,22,"Legato","performing-articulation"
24,62,12477,81,83,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",229,0.916,23,"Legato","performing-articulation"
25,63,12703,78,78,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",226,0.904,24,"Legato","performing-articulation"
30,75,15049,77,91,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",237,0.948,29,"Staccato","performing-articulation"
31,77,15289,76,89,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",240,0.96,30,"Staccato","performing-articulation"
32,79,15531,76,90,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",242,0.968,31,"Staccato","performing-articulation"
37,89,18073,76,67,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",243,0.972,36,"Staccato","performing-articulation"
38,91,18310,76,78,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",237,0.948,37,"Staccato","performing-articulation"
39,93,18553,76,74,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",243,0.972,38,"Staccato","performing-articulation"
40,95,18809,81,68,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",256,1.024,39,"StoL","performing-articulation"
41,96,19038,77,76,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",229,0.916,40,"Legato","performing-articulation"
42,97,19263,76,80,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",225,0.9,41,"Legato","performing-articulation"
43,100,19506,74,90,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",243,0.972,42,"Legato","performing-articulation"
44,102,19744,76,87,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",238,0.952,43,"Legato","performing-articulation"
45,104,19986,79,90,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",242,0.968,44,"Legato","performing-articulation"
46,106,20222,74,85,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",236,0.944,45,"Legato","performing-articulation"
47,108,20462,71,91,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",240,0.96,46,"Legato","performing-articulation"
48,110,20693,72,97,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",231,0.924,47,"LtoS","performing-articulation"
49,113,20929,72,98,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",236,0.944,48,"Staccato","performing-articulation"
50,115,21176,74,93,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",247,0.988,49,"Staccato","performing-articulation"
51,117,21418,74,89,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",242,0.968,50,"Staccato","performing-articulation"
54,123,23088,65,100,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",230,0.92,53,"Staccato","performing-articulation"
55,125,23331,64,91,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",243,0.972,54,"Staccato","performing-articulation"
56,127,23574,64,91,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",243,0.972,55,"Staccato","performing-articulation"
59,133,25047,67,68,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",235,0.94,58,"Staccato","performing-articulation"
60,135,25279,71,72,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",232,0.928,59,"Staccato","performing-articulation"
61,137,25524,71,88,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",245,0.98,60,"Staccato","performing-articulation"
62,139,25765,72,93,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",241,0.964,61,"Staccato","performing-articulation"
63,141,26001,72,94,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",236,0.944,62,"Staccato","performing-articulation"
64,143,26233,73,98,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",232,0.928,63,"Staccato","performing-articulation"
65,145,26472,73,100,1,2,250,1,3,6,"articulation","performing","6_p_stim_a.png",239,0.956,64,"Staccato","performing-articulation"
2,18,7295,78,72,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",224,0.896,1,"Legato","performing-articulation"
3,20,7553,79,82,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",258,1.032,2,"Legato","performing-articulation"
4,22,7799,76,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",246,0.984,3,"Legato","performing-articulation"
5,24,8036,72,91,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",237,0.948,4,"Legato","performing-articulation"
6,26,8277,67,82,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",241,0.964,5,"LtoS","performing-articulation"
7,29,8523,67,76,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",246,0.984,6,"Staccato","performing-articulation"
8,31,8769,67,74,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",246,0.984,7,"Staccato","performing-articulation"
9,33,9005,79,70,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",236,0.944,8,"StoL","performing-articulation"
10,34,9236,78,69,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",231,0.924,9,"Legato","performing-articulation"
11,36,9481,79,82,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",245,0.98,10,"Legato","performing-articulation"
12,38,9722,76,75,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",241,0.964,11,"Legato","performing-articulation"
13,41,9967,72,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",245,0.98,12,"Legato","performing-articulation"
14,42,10208,76,80,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",241,0.964,13,"Legato","performing-articulation"
15,44,10443,79,86,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",235,0.94,14,"Legato","performing-articulation"
16,46,10675,84,85,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",232,0.928,15,"Legato","performing-articulation"
17,48,10922,83,78,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",247,0.988,16,"Legato","performing-articulation"
18,50,11148,81,68,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",226,0.904,17,"LtoS","performing-articulation"
19,53,11380,81,72,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",232,0.928,18,"Staccato","performing-articulation"
20,55,11607,81,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",227,0.908,19,"Staccato","performing-articulation"
21,57,11835,83,80,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",228,0.912,20,"StoL","performing-articulation"
22,58,12081,81,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",246,0.984,21,"Legato","performing-articulation"
23,60,12321,84,84,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",240,0.96,22,"Legato","performing-articulation"
24,62,12550,81,88,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",229,0.916,23,"Legato","performing-articulation"
25,64,12789,78,82,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",239,0.956,24,"Legato","performing-articulation"
30,75,15175,77,91,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",228,0.912,29,"Staccato","performing-articulation"
31,77,15417,76,87,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",242,0.968,30,"Staccato","performing-articulation"
32,79,15649,76,85,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",232,0.928,31,"Staccato","performing-articulation"
37,89,18216,76,72,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",250,1,36,"Staccato","performing-articulation"
38,91,18458,76,61,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",242,0.968,37,"Staccato","performing-articulation"
39,93,18687,76,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",229,0.916,38,"Staccato","performing-articulation"
40,95,18924,81,77,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",237,0.948,39,"StoL","performing-articulation"
41,96,19161,77,78,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",237,0.948,40,"Legato","performing-articulation"
42,97,19383,76,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",222,0.888,41,"Legato","performing-articulation"
43,99,19621,74,93,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",238,0.952,42,"Legato","performing-articulation"
44,102,19862,76,89,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",241,0.964,43,"Legato","performing-articulation"
45,104,20112,79,88,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",250,1,44,"Legato","performing-articulation"
46,106,20347,74,89,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",235,0.94,45,"Legato","performing-articulation"
47,108,20593,71,86,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",246,0.984,46,"Legato","performing-articulation"
48,110,20825,72,91,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",232,0.928,47,"LtoS","performing-articulation"
49,113,21061,72,91,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",236,0.944,48,"Staccato","performing-articulation"
50,115,21304,74,81,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",243,0.972,49,"Staccato","performing-articulation"
51,117,21537,74,87,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",233,0.932,50,"Staccato","performing-articulation"
54,123,23153,65,100,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",237,0.948,53,"Staccato","performing-articulation"
55,125,23386,64,94,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",233,0.932,54,"Staccato","performing-articulation"
56,127,23627,64,93,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",241,0.964,55,"Staccato","performing-articulation"
59,133,25147,67,71,1,2,250,1,3,7,"articulation","performing","7_p_stim_a.png",233,0.932,58,"Staccato","performing-articulation"
