RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
67,147,26458,60,105,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
1,17,9066,60,46,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
2,18,9261,62,66,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
3,20,9475,64,72,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
4,22,9670,65,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
5,24,9860,67,82,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
6,26,10055,65,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
7,28,10254,64,76,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
8,30,10436,62,78,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
9,33,10626,60,79,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
10,35,10824,62,67,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
11,37,11002,64,58,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
12,39,11184,65,76,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
13,41,11371,67,69,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
14,43,11566,65,75,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
15,45,11758,64,57,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
16,47,11954,62,63,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
17,49,12135,60,65,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
18,50,12339,62,79,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
19,52,12533,64,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
20,54,12718,65,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
21,56,12902,67,87,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
