"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image"
"60","138","25643","71","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"61","141","26005","71","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"62","142","26099","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"63","145","26512","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"64","146","26611","73","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"65","149","26966","73","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"66","151","27477","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"67","153","27972","77","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"68","155","28473","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"69","157","28932","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"70","158","29188","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"71","160","29739","84","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"72","162","30614","84","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"1","19","7353","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"2","21","7614","78","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"3","23","7886","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"4","25","8105","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"5","27","8284","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"6","28","8356","67","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"7","30","8568","67","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"8","32","8834","67","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"9","35","9311","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"10","37","9525","78","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"11","40","NA","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"12","41","NA","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"13","43","10299","72","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"14","45","10627","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"15","47","10765","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"16","49","10995","84","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"17","51","11183","83","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"18","52","11254","81","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"19","54","11458","81","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"20","56","11718","81","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"21","59","12220","83","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"22","61","12406","81","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"23","64","12849","84","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"24","65","12861","81","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"25","67","13168","78","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"26","68","13237","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"27","70","13729","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"28","72","14635","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"29","74","15143","77","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"30","77","15522","77","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"31","78","15618","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"32","81","16036","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"33","82","16741","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"34","85","17683","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"35","87","18023","77","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"36","88","18143","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"37","90","18398","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"38","92","18655","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"39","94","18874","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"40","98","NA","81","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"41","100","NA","77","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"42","102","NA","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"43","103","19967","74","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"44","105","20227","76","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
"45","108","20667","79","64","0","2","120","1","4","3","dynamics","performing","3_p_stim_d.png"
